speech_id,session,committee,date,issue,speaker,speaker_position,role_level,ministry,is_responsible,responsibility_tag,questioner,questioner_group,speech_text,speech_url
121704260X01420250509_147,217,厚生労働委員会,2025-05-09,第14号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"予算が少ないという御指摘は受け止めた上で、厚生労働省としては、これまでも必要な予算の確保に努めてきたところでございます。
　令和七年度予算におきましては、ギャンブル等依存症を含む依存症対策全体の推進に係る予算として八・四億円を計上し、具体的には、依存症支援に取り組む民間団体の方への支援、依存症に関する正しい知識と理解を広めるための普及啓発の実施、依存症対策の全国拠点であります国立病院機構久里浜医療センターにおけます地域の指導者等の養成、研修であったり、依存症に関する調査研究の実施などに必要な予算を計上をしております。
　厚生労働省としては、これらの取組を着実に進めるために、必要な予算の確保に向けて引き続き取り組んでまいりたいというふうに思います。
　また、御紹介いただきましたように、ギャンブル等依存症を始めとする依存症の相談であったり依存症からの回復等を支援する上で、自助グループであったり家族会等の民間団体の方々には大変重要な役割を担っていただいているというふうに認識をしております。
　厚生労働省では、全国規模で依存症問題に取り組んでおられます民間団体が行う研修であったり普及啓発等の活動への支援を行っておりまして、令和七年度予算では、対前年度から約二千万円増額した約七千万円を計上させていただいております。
　引き続き、民間団体支援を着実に実施させていただくことで、ギャンブル依存症対策にもしっかりと取り組んでまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01420250509/147
121704260X01420250509_153,217,厚生労働委員会,2025-05-09,第14号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"ただいま議題となりました労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律等の一部を改正する法律案につきまして、その提案の理由及び内容の概要を御説明いたします。
　急速な少子高齢化の進展や社会経済情勢の変化に対応していくためには、多様な労働者がその能力を十分に発揮して活躍できる就業環境を整備することが重要です。こうした観点から、いわゆるカスタマーハラスメント、求職者等へのセクシュアルハラスメントなどのハラスメントのない職場づくりを推進するとともに、女性の職業生活における活躍に関する取組の推進や、治療と仕事の両立支援の推進を図るため、この法律案を提出いたしました。
　以下、この法律案の内容につきまして、その概要を御説明いたします。
　第一に、カスタマーハラスメントや求職者等へのセクシュアルハラスメントを防止するため、事業主に対して、相談体制の整備等の雇用管理上必要な措置を講ずることを義務づけるとともに、国、事業主、労働者等の責務を明確にすることとしています。
　また、厚生労働大臣は、事業主が講ずべき措置等の適切かつ有効な実施を図るために必要な指針を定めることとしています。
　さらに、国は、何人も職場においてハラスメントを行ってはならないことに鑑み、国民の規範意識の醸成がなされるよう、必要な啓発活動を積極的に行うこととしています。
　第二に、女性の職業選択に資する情報公表に関し、男女間における賃金差異の状況や管理的地位にある労働者に占める女性労働者の割合の公表を、常時雇用する労働者の数が百人を超える事業主等に義務づけることとしています。
　また、女性の職業生活における活躍の推進に当たっては、女性の健康上の特性に留意して行われるべきであることを基本原則に明示するとともに、国が策定する女性活躍の推進に関する基本方針に職場のハラスメント防止対策を位置づけることとしています。あわせて、女性活躍の推進に関する取組が特に優良な事業主の特例認定制度の認定基準の見直し等を行うほか、女性の職業生活における活躍の推進に関する法律の有効期限を令和十八年三月三十一日まで十年間延長することとしています。
　第三に、職場における治療と仕事の両立支援の推進を図るため、事業主に対して、相談体制の整備等の必要な措置を講ずる努力義務を課すこととしています。
　また、厚生労働大臣は、これらの措置の適切かつ有効な実施を図るために必要な指針を定めることとしています。
　最後に、この法律案の施行期日は、一部の規定を除き、公布の日から起算して一年六月を超えない範囲内において政令で定める日としています。
　以上が、この法律案の提案の理由及びその内容の概要でございます。
　御審議の上、速やかに可決していただくことをお願い申し上げます。",https://kokkai.ndl.go.jp/txt/121704260X01420250509/153
121704260X01320250507_007,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"御指摘がございました、就学前に現行の定期接種に加えて更に追加接種を行うことにつきましては、これまで審議会におきましても御議論をいただいておりまして、費用対効果が小さいことなどが課題とされているところでございます。
　また、学童期において定期接種化しております二種混合ワクチンを百日せきの抗原を含む三種混合ワクチンに変更することにつきましても、審議会において、重症化しやすい乳児に対する予防効果が大きくないということが課題とされております。
　いずれにしましても、引き続き、重症化しやすい乳児の予防に関する科学的知見を収集することとしておりまして、今後、収集した知見を踏まえた審議会での議論に基づいて、必要な対応を行ってまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/7
121704260X01320250507_009,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"医療従事者の方から妊婦であったり新生児への感染を予防することを含めました百日せきの院内感染対策につきましては、関係学会等のガイドラインにおきまして、妊婦であったり新生児を診察する医療従事者に三種混合ワクチン接種を行うことに加えまして、マスクの着用等の飛沫感染対策を行うことなどが示されているところでございます。
　厚生労働省といたしましては、これまでも一般的な院内感染対策について周知をしてきたところでありますが、百日せきが飛沫感染により伝播することも踏まえまして、医療機関に対して、まずは適切なマスクの着用等の飛沫感染に対する基本的な対策に取り組んでいただくよう、引き続きお願いをしてまいりたいと思います。
　また、先ほどと繰り返しになりますが、重症化しやすい乳児の予防は大変重要だと考えておりますので、令和五年四月より予防接種法に基づく定期接種の対象年齢を生後三か月から二か月に前倒ししたところでございまして、引き続き着実に定期接種を実施してまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/9
121704260X01320250507_015,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"労働安全衛生法に基づきます一般健康診断は、事業者に対しまして、常時使用する労働者を対象に年一回実施することを罰則つきで義務づけておりまして、必要がある場合には、その結果を踏まえ、労働時間の短縮等の就業上の措置を講ずることも義務づけているものでございます。
　このため、一般健康診断に新たに健診項目を追加する場合には、専門家や労使関係者による検討会、労働政策審議会での検討が必要になりますが、その際、検査によって検出できる疾患が、業務に従事することによって発生又は増悪するエビデンスがあるのかどうかといった観点から議論がなされるものというふうに承知をしております。
　御指摘の骨粗鬆症検診につきましては、女性の健康課題の一つといたしまして検討会の論点に上げられておりますが、現在行われております骨粗鬆症検診に関する研究、これの検討状況を確認後、改めて議論することになっておりまして、必要な準備を行った上で検討会において議論をしてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/15
121704260X01320250507_019,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"都道府県単位で設置しております産業保健総合支援センター、産保センターと呼んでおりますが、これは、産業保健関係者や事業者等を対象に、ストレスチェック制度を含むメンタルヘルス対策などの専門的研修等を無料で提供し、また、議員御指摘がありました全国三百五十か所に設置されております地域産業保健センター、地産保においては、産保センターの地域窓口として、地域の小規模事業者や労働者に対して、高ストレス者の面接指導などの産業保健サービスを無料で提供している機関でございます。
　産保センター及び地産保につきましては、都道府県等に保健所、医療機関、地産保、事業者団体等から成る連絡会議の場が設定されておりまして、情報共有を通じて相互の連携を深めるとともに、地産保自体の周知を進めているところでございます。
　こうした取組によりまして、医療機関、自治体、保健所等に産業保健に係る分野の支援の相談があった場合には、産保センターを介して地産保に適切につなげますとともに、産保センターや地産保に一般住民からの健康課題などの相談があった場合にも、しかるべき担当機関に適切につなげるようにし、引き続き、地域の事業主や労働者に身近に御活用いただけるように努めてまいりたいと考えています。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/19
121704260X01320250507_023,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"不断の見直しを行う必要性については、御指摘のとおりだというふうに思います。
　エイジフレンドリー補助金につきましては、補助金を交付した事業者へのアンケートを行いまして、労働災害防止効果を把握いたしますとともに、労働災害発生の状況を分析し、随時、これまでも補助内容の見直しを行ってきたところでございます。
　令和七年度におきましては、中小企業が専門家を活用しリスクアセスメントを行った上で、効果的な対策を講ずる際に要する費用の八〇％を補助する新たなコースを新設するなどによりまして、補助対象を拡大したり、また、予算規模の拡大も行ったところでございます。
　令和八年度以降についても、見直しを行いながら、効果的な使い道について、事業者への周知に努めてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/23
121704260X01320250507_027,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"御指摘がございました外国人労働者の災害発生率が高い要因といたしましては、就労する分野や従事する作業内容、経験年数が短いことによる未熟練といった元々あるリスクに加えまして、日本語の理解が不十分であること、コミュニケーション不足による職場の危険の伝達、理解が不十分なことといった、外国人の方の特性によるリスクが付加されることが大きいというふうに考えております。
　労働災害防止の責任は一義的には事業者にあるところでございますから、母国語への通訳や日本語の研修などは事業者が実施すべきものでございますが、厚生労働省といたしましても、事業者を支援するために、経験年数が短い労働者も含めた外国人労働者が作業に使用する機械等の危険性を直感的に理解し、不安全行動の抑止を図るためのイラストの開発を行ったり、また、母国語による安全衛生教育用のテキスト作成などの対策を行わせていただいているところでございます。
　さらに、東京に設置いたしました外国人特別相談・支援室におきまして、外国人を雇用する事業主及び外国人労働者からの、安全衛生に関し、全国からの相談に対応しているほか、外国人労働者が多い地域の都道府県労働局や労働基準監督署においては、外国人労働者からの相談に対応できる相談員を配置しているところでございます。
　こうした取組によりまして、外国人労働者の労働災害防止対策を更に進めてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/27
121704260X01320250507_031,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"表にお示しいただきましたように、環境省において、本年四月二十五日に令和五年度の測定結果が公表されたところでございまして、その中におきまして、ＰＦＯＡであったりＰＦＯＳの濃度が暫定的な指針値であります五十ナノグラム・パー・リットルを超えた地点が二十二都府県、二百四十二地点となったことについては承知をしてございます。
　この結果につきましては、水環境行政を所管します環境省が、水質汚濁防止法に基づき、都道府県等が公共用水域及び地下水の水質を調査した結果を取りまとめて公表したものでございまして、この調査結果に対しまして、厚生労働省としての評価をお答えすることは差し控えさせていただきたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/31
121704260X01320250507_043,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"御指摘の調査研究は、京都大学の名誉教授の小泉昭夫先生らが工場の従業員らを対象に健康調査を行われたものであるというふうに承知をしています。
　この論文におきましては、ＰＦＯＡを取り扱う業務に関わっていたと見られる元及び現従業員五人の血清中のＰＦＯＡ濃度は、ＰＦＯＡの取扱いをやめた後十二年経過しても高い値を示していたこと、これら元従業員、現従業員五人のうち三人に間質性肺疾患の症状又はその兆候が見られたこと、一方で、肺でのＰＦＯＡ粒子の存在は確認されていないことなどから、ＰＦＯＡ暴露と間質性肺疾患の発症メカニズムの関係は明確ではなく、更なる研究が必要であることなどが報告されているというふうに承知をしています。
　今後も、いろいろなそういった調査についてはしっかり注視していく必要があると思っています。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/43
121704260X01320250507_045,217,厚生労働委員会,2025-05-07,第13号,古川直季,総務大臣政務官,大臣政務官,総務省,False,非担当,不明,不明,"お答えいたします。
　ＰＦＯＳの血中濃度と健康影響の関係性については、どの程度の血中濃度でどのような健康影響が個人に生じるかについては明らかになっていないと承知しております。
　消防庁では、防護服や空気呼吸器の確実な着装など、消防隊員の安全管理上の留意事項を示した安全管理マニュアルを全国の消防本部に通知すること等を通じ、各消防本部において、労働安全衛生法等を踏まえ、適切な安全管理に努めていただいております。
　また、規制対象のＰＦＯＳを含有する泡消火薬剤を保有する消防本部に対し、非含有泡消火薬剤への切替えを要請しており、各消防本部において適切に対応を進めていただいているものと認識しております。
　関係省庁の検討状況を注視しつつ、引き続き、労働安全衛生法等を踏まえ、消防隊員の継続的な健康管理が図られるよう、関係省庁と連携して取り組んでまいります。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/45
121704260X01320250507_046,217,厚生労働委員会,2025-05-07,第13号,本田太郎,防衛副大臣・内閣府副大臣,副大臣,防衛省/内閣府,False,非担当,古川直季,自由民主党・無所属の会,"お答えいたします。
　御指摘のＰＦＡＳ血中濃度の測定につきましては、現時点でどの程度の血中濃度で健康影響が生じるか明らかになっておらず、血液検査のみをもって健康への影響を把握することは困難であるものと認識をしております。
　在日米軍基地に勤務する駐留軍等労働者に対しましては、一般の労働者と同様に、労働安全衛生法等の国内法令に従い、定期健康診断のほか、有害な業務に従事する者に対する特殊健康診断を実施しております。
　防衛省としましては、引き続き、関係省庁の検討状況を注視しつつ、必要に応じて適切な対応をしてまいります。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/46
121704260X01320250507_050,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"年金の改正法案につきましては、先日の与党の部会での御議論を経て、法案提出に向けた次の党内手続に移るものというふうに承知をしております。その党内の審議のスケジュールについては各党でお決めいただくことでありますが、担当大臣である私からも、これまでも幾度にわたりまして、党幹部に対して、党内の調整を速やかに進めていただくよう依頼をし続けているところでございます。
　引き続き、各方面での御理解を得て、最大限の努力を重ねて、できる限り早期に法案を提出できる環境整備に努めてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/50
121704260X01320250507_052,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"国会において早期に提出をするように御要請をいただいていることについては十分認識をしております。
　そういったお声も受け止めながら、私どもとしても、各党において速やかに法案審査をしていただけるようにお願いをさせていただいているところでございまして、引き続き、そういう努力を重ねてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/52
121704260X01320250507_056,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"障害年金の障害等級の審査に当たりましては、提出された診断書等を基に、それぞれの障害の状況や日常生活の影響等につきまして、障害認定医の意見も踏まえ、厚生労働省が定めた障害認定基準に当てはめ、個別に判断を行うこととしておりまして、こうしたルールにのっとって認定が行われているものでございます。
　障害年金の認定件数等につきましては、日本年金機構で集計を行った上で、障害年金業務統計として毎年九月に公表しておりますため、令和六年度の数値はまだ集計を終えておりませんが、御指摘ありましたように、様々報道もございました。令和六年度の認定状況について、抽出して調査を行うように指示をさせていただいたところでございまして、まずはその実態把握を行ってまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/56
121704260X01320250507_058,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"今般の障害年金に係る報道を受けまして、五月一日に、全国手をつなぐ育成会連合会が障害年金の判定に関する声明を公表し、今回の報道に関する事実確認と結果の公表等を求めていることについては承知をしております。そのほかの団体様からも様々な御意見があるというふうに承知しています。
　現時点で同団体からの直接の御連絡はいただいておりませんが、声明の内容についてもよくお話を伺うように事務方に指示をさせていただいているところでございます。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/58
121704260X01320250507_060,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,今御指摘ありましたように、どのような形で実効ある御議論がいただけるか、その在り方も含めて検討はさせていただきたいと思います。,https://kokkai.ndl.go.jp/txt/121704260X01320250507/60
121704260X01320250507_062,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"労働者と異なる場所で作業する個人事業者等を法律に基づき保護の対象とすることにつきましては、仕事を注文する者の管理下にない、労働者と異なる場所においてまで、かつ、労働契約に基づく指揮命令関係もない中で、個人事業者等を保護する責任を注文者に負わせることが適当かどうかといった観点での課題がございまして、法令による保護、規制の対象にすることについては慎重な検討が必要であるというふうに考えております。
　もっとも、個人事業者等が労働者と異なる場所で就業する場合につきましても、注文者が作業場所を指定するなど、注文内容が作業上の安全衛生に影響を及ぼすこともございます。
　このため、労働安全衛生法に基づきまして、注文者に対して、施工方法、工期等について、安全で衛生的な作業の遂行を損なうおそれのある条件を付さないような配慮が適切に果たされるように、業所管官庁であったり関係団体とも連携しながら周知啓発に努めてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/62
121704260X01320250507_066,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"今、例を挙げられましたが、一口にプラットフォーマーといいましても、その態様は様々ございます。
　例えば、プラットフォーマー自らが受注者に仕事を請け負わせている場合においては注文者に該当し、労働安全衛生法に基づき、安全で衛生的な作業の遂行を損なうおそれのある条件を付さないように配慮しなければならないこととなります。
　また、今回の改正で創設されます個人事業者等の災害報告制度におきまして、個人事業者等の災害発生場所における直近上位の注文者などが労働基準監督署への報告主体となることが想定をされておりまして、プラットフォーマーも、これに該当する場合には報告義務を負うこととなります。
　一方で、プラットフォーマーが利用者とサービス提供者をマッチングする場を提供しているのみであるなど、注文者に該当しない場合においては労働安全衛生法上の責務は生じませんが、アプリを通じた業務支援等が安全衛生に影響を及ぼすことも十分あり得ることでございます。
　このような場合には、安全衛生上必要な配慮を行っていただくことが重要だというふうに考えておりまして、改正法の成立後に、その趣旨をガイドラインなどによってお示しし、プラットフォーマーの事業団体などへの周知にも取り組んでまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/66
121704260X01320250507_068,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,御指摘ございました諸外国の例についても、しっかり注視してまいりたいと思います。,https://kokkai.ndl.go.jp/txt/121704260X01320250507/68
121704260X01320250507_076,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"高年齢者の働く動機であったり、健康状態、加齢による身体機能の低下などについては、個々によって様々でございます。御指摘のように、短時間勤務であったり隔日勤務が合う方もいらっしゃれば、フルタイム勤務を希望される方など、ニーズは異なるというふうに承知をしております。
　このため、多様なニーズに対応した多様な雇用、就業機会を確保していくことが重要だと考えております。
　なお、高年齢労働者の場合、労働時間当たりで見ても、労働災害発生率が平均と比較して顕著に高くなってございまして、このことは、業種や職種によって異なる作業による労働災害リスクに加えて、加齢による身体機能の低下等の高年齢労働者の特性に起因するリスクが付加されていることによるものだというふうに考えております。
　まず、こうした特性に配慮した作業環境の改善であったり作業手順の見直しなどを事業者の努力義務とした上で、高年齢労働者の労働災害防止のため、作業環境の改善等を行う事業主を支援する補助金などによりまして、対策の実施を促進してまいりたいと考えております。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/76
121704260X01320250507_082,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"現行法におきましても、児童の修学機会と健康、福祉の確保には十分配慮してございますが、それで十分かどうか、不断の検証というのは必要かというふうに思います。
　法違反が疑われる場合であったり申告が寄せられた場合において、こうした年少者の保護規定が遵守されるように、労働基準監督署による監督指導等につきましても、引き続き徹底してまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/82
121704260X01320250507_086,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"実際、パラオ、ペリリュー島を訪問させていただきまして、いまだ、当時の武器であったり、そういった当時の戦いの跡が生々しく残る場所で、心から哀悼の誠をささげさせていただきました。
　そして、戦後八十年が経過をしております。ある程度、その集団埋葬地で、ここにあるであろうということが特定されている御遺骨については、一日も早く御帰還を果たしていただくことというのが政府としても最大の責務だというふうに考えております。
　現地での担当大臣との協議においても、今までもずっと調査を行っていますが、必ず現地の調査員の方も御同行いただくみたいなルールでいいますと、より頻度を上げるためには、先方のスタッフ等の確保、御協力というのも必要でございます。そういったことについても要請をさせていただき、快く御協力について御理解をいただいたところでございます。
　こうしたことを通じて、できる限り早期に御遺骨を祖国にお迎えできるような環境整備に努めてまいりたいと考えております。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/86
121704260X01320250507_088,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,今、様々な公文書であったり文献を基に、蓋然性が高い場所、そういったことを特定をしてきております。そういったところを順次調査を進めていきながら、先ほども申しましたように、できる限り、一柱でも多い御遺骨につきまして御帰還を果たしていただけるように努めてまいりたいと思います。,https://kokkai.ndl.go.jp/txt/121704260X01320250507/88
121704260X01320250507_090,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,これまでも様々な報道がなされてきております。こうした様々な状況等については常に注視をさせていただいておりますし、関係省庁とも連携をしながら、情報の共有を図りながら、必要な対応については取ってまいりたいというふうに考えております。,https://kokkai.ndl.go.jp/txt/121704260X01320250507/90
121704260X01320250507_092,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"御指摘ありましたように、今回の改定におきましては、個人事業者等に対しまして、危険有害な機械や業務による災害の発生を防止するため、機械の定期自主検査や特別教育の受講を義務づけております。
　御承知のとおり、個人事業者さんといえども、自ら現場に持ち込む機械のメンテナンス不足であったり危険有害業務に関する知識不足が原因で、同じ場所で働くほかの労働者に危険を及ぼすということは避けるべきでございまして、そのために必要不可欠な検査であったり教育に要するコストについては、是非御理解をいただきたいというふうに考えています。
　その上で、例えば、油圧ショベルの検査を検査業者に依頼する場合、二、三万円程度で実施することが可能でございまして、また、特別教育につきましては、足場の組立て等の教育を例に取りますと、一万円程度で受講することが可能でございますので、個人事業者等に対して過大な負担を課すことにはならないというふうに考えております。
　また、これらの費用も含みます請負金の費目等につきまして、労働安全衛生法に基づき、注文者に対し、安全衛生を損なう条件を付さないよう配慮することを求めているところでございまして、こうした配慮が適切になされるよう、業所管官庁であったり関係団体とも連携しながら周知啓発に努めてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/92
121704260X01320250507_094,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,目的につきましては、労働者個人においては、自らのストレス状況についての気づきを促すとともに、事業者におきましては、高ストレスと判定された労働者に医師の面接指導の機会を提供すること、医師の意見を踏まえた就業上の措置等を講じていただくこと、集団分析、職場環境改善を通じまして、職場のストレス要因の除去に取り組んでいただくことによりまして、労働者のストレスを低減し、メンタルヘルス不調を未然に防止することでございます。,https://kokkai.ndl.go.jp/txt/121704260X01320250507/94
121704260X01320250507_096,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"多分、受け止めは人それぞれ、様々あるというふうに思います。
　私も、この法案審議をお願いするに当たりまして、ホームページ上に載っていますストレスチェックを自分で行ってみました。自分の今の置かれている状況を客観的に見ることができたという意味で、自分にとってはすごく有意義なものであったというふうに感じております。
　この効果につきましては、令和三年度に行いました調査事業の結果の中で、ストレスチェックを受けた労働者の七割から、自身のストレスが分かったことを有効とする回答が得られましたほか、医師の面接指導を受けた労働者の過半数から、対面で医師から面接を受けたことを有効とする回答が得られております。
　また、学術論文であったり研究報告書等におきまして、ストレスチェックと職場環境改善により、心理的ストレスの低下であったり生産性向上の効果が認められておりまして、これらは、いずれも統計学的に有意差があるというふうに考えております。
　これらの論文であったり研究報告書等の結果も踏まえまして、有識者検討会や労働政策審議会におきまして御議論いただき、職場環境改善と併せて心理的ストレス低下の効果が有意に認められていることに加え、ストレスチェックを通じて医師の面接指導を受けられる仕組みは事業場規模を問わず重要であることも考慮し、今般、労働者数五十人未満の事業場についても実施義務の対象とすることとしております。
　この制度につきましては、今後とも引き続き、効果検証については続けてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/96
121704260X01320250507_098,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"例えば、客観的な効果を数値で説明するものといたしまして、メンタルヘルス不調による休職者数であったり離職者数が考えられるというふうに思いますが、これらは複合的な要因が関わるものでございまして、ストレスチェック制度がこれらの増減に及ぼす影響を一概に申し上げることについては難しいと考えております。
　ストレスの低減には自身のストレスへの気づき等が重要であることを踏まえれば、今回の改正は、事業場規模にかかわらず、ストレスチェックを通じて医師の面接指導の機会を提供するものでありますことから、メンタルヘルス不調による休職であったり離職等の防止に一定の意味があるというふうに考えております。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/98
121704260X01320250507_100,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"御指摘ありましたように、ストレスチェックの実施方法につきましては、現場の実態に合わせて実施していただくため、ストレスチェックの実施等に関する事業者向けの大臣指針におきまして、紙又はデジタル媒体による調査票の両方をお示ししております。
　令和三年に厚生労働省が行った実態調査によりますと、ストレスチェックの実施形態は、約六割がウェブでの実施、約四割が紙での実施となってございます。
　また、ストレスチェックの実施につきまして、必ずしも自社でシステム開発を行ってデジタル技術を活用する必要はなく、外部委託も選択肢として考えております。とりわけ、今回義務化を検討してございます五十人未満の事業場におけるストレスチェックの実施につきましては、労働者のプライバシー保護の観点から、原則として外部委託を推奨したいというふうに考えております。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/100
121704260X01320250507_102,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"御指摘のとおり、事業場の負担感というのは大変重要なことだというふうに思います。
　今回義務化を検討しております五十人未満の事業場におけるストレスチェックの実施につきましては、労働者のプライバシー保護の観点から、原則として外部委託を推奨することを考えておりますが、この実施を外部委託する場合には、ストレスチェック自体の費用は労働者一人当たり数百円から千円程度。高ストレス者に対する医師の面接指導の費用は、五十人未満の事業場につきましては、地域産業保健センターに依頼された場合は無償で実施する方針でございます。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/102
121704260X01320250507_106,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"保険適用を前提とせず、患者さんの嗜好であったり選択による選定療養から、保険適用すべきか否かについて評価を行う評価療養へと移行する事例につきましては、現在想定しているものもございませんし、また、これまでもそのような事例については存在をしておりません。
　他方で、今後、仮に選定療養から評価療養への移行について検討すべきものが生じた場合においては、必要に応じて中医協において御議論いただくことになると考えております。",https://kokkai.ndl.go.jp/txt/121704260X01320250507/106
121704260X01320250507_108,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,療養の給付を受けた際に患者さんが医療機関等に対して支払う一部負担金、いわゆる三割負担等に相当する部分につきまして、民間保険がそれを更に軽減することに対しまして、医療保険各法において規制は行っておりません。,https://kokkai.ndl.go.jp/txt/121704260X01320250507/108
121704260X01320250507_110,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,例えば、保険外併用療養の対象となります療養を受けた際に患者さんが医療機関等に対して支払う料金等につきまして、民間保険がそれを更に軽減するなど、民間保険が追加的な保障を行うことに対しまして、医療保険各法において規制は行っておりません。,https://kokkai.ndl.go.jp/txt/121704260X01320250507/110
121704260X01320250507_112,217,厚生労働委員会,2025-05-07,第13号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,当然、保険ですから、金融庁がやっています保険業法のそこのルールの中ということでありますが、こちらの厚労省が所管している法律において規制するものはございません。,https://kokkai.ndl.go.jp/txt/121704260X01320250507/112
