speech_id,session,committee,date,issue,speaker,speaker_position,role_level,ministry,is_responsible,responsibility_tag,questioner,questioner_group,speech_text,speech_url,attitude_tags,content_tags,raw_tag_response
120404601X00120210125_058,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,多くの公立病院が新型コロナウイルス感染症患者の皆さんを受け入れていただいております。この対策においては本当に重要な役割を担っていただいている、このように認識しておりますし、公立病院に従事される皆様はもとより、全てのこの対策に携わっている医療関係者の皆様方には敬意を表しますとともに、心から感謝をしておる次第であります。,https://kokkai.ndl.go.jp/txt/120404601X00120210125/58,EXPLAIN,BUREAUCRATIC,
120404601X00120210125_050,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,"地方交付税法に当分の間と記されていることの御意見だと思いますが、この取組というのは、まち・ひと・しごと創生法に基づいて、国が総合戦略に施策の基本的方向を定めて、計画的に推進されることとしております。現在は、令和二年度から令和六年度までを期間とする第二期戦略に基づいて取組が推進されております。
　この事業費一兆円は、国の総合戦略を踏まえ、地方団体が地域の実情に応じ、自主的、主体的に地方創生に取り組めるよう地方財政計画に所要額を計上しているものであり、期間のある国の総合戦略との関係から、恒久措置にはなじまない、このように我々としては考えております。
　一方、地方創生は、実際に取組を始めてからその成果が生じるまでに一定の期間が必要となる息の長い取組であります。今後も地方団体が地方創生を円滑に推進することができるように、適切に対処してまいりたいと考えています。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/50,"EXPLAIN,CONSIDER","BUREAUCRATIC,TIMELINE",
120404601X00120210125_048,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,"この制度という、方向性について、私は、非常に面白く、また、いいアイデアではないかな、このように思っています。
　ただ、品物のやり取りが過熱化し過ぎていろんな問題が指摘されたりということも存じ上げていますが、令和元年六月に指定制度が導入されまして、返礼品を提供する場合には三割のルールと地場産品とすることが、基準が法令で定められたわけでありまして、このルールの下、制度の適正な運用に取り組んでいるところであります。
　先生御指摘の、四千八百七十五億円のうち二千二百七十五億円が使われているということなんですけれども、これはいろんな、また御指摘の問題もあるんでしょうけれども、地方の地域経済にはかなり貢献している部分も事実なわけでありまして、様々な御意見を拝聴しながら、更に充実したものになるように我々としても耳を傾けていきたい、このように考えております。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/48,"POSITIVE,EXPLAIN,CONSIDER","OWN_OPINION,BUREAUCRATIC",
120404601X00120210125_046,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,"御承知のように、地方財政というのは巨額な財源不足というものを抱えております。地方交付税法第六条の三の二項の規定に該当し、交付税率の変更又は地方行財政制度の改正を行うべき状況が来ておるのではないかなと思います。
　地方財政の健全な運営、このためには、本来は、特例債、先ほど御指摘の臨財債とかではなくて、やはり地方交付税総額を安定的に確保するということが、これが一番重要に求められてくるのではないかと思います。
　こうしたために、地方交付税の概算要求等に当たっては、その引上げについて、事項要求という形を取らせていただいてきたところであります。
　ただ、今、コロナウイルス感染症対策で、非常に国も赤字国債というものを余儀なくされていることから、そう簡単に、この総額引上げということは簡単ではないとされているけれども、我々としては、粘り強く、諦めずに、少しでもこれを、総額をしっかりと確保できるように努力を重ねてまいりたいと考えています。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/46,"POSITIVE,CONSIDER","OWN_OPINION,BUDGET",
120404601X00220210126_069,204,総務委員会,2021-01-26,第2号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,"委員の御指摘というのは、何だこれは、大企業、またでかいベンダーばかりであって、スタートアップ企業とか、技術シーズを創出する大学、中小、ベンチャーというのは全く入っていないじゃないかという御指摘だ、このように承っております。
　我々、求めないかぬのは、やはり多様なプレーヤーの研究開発力というものを結集しなきゃいかぬということが重要だと思っております。様々な研究機関というものがこれは対象となってくるんだろうと思いますけれども、この基金で実施する研究開発の公募においては、技術力を有する大学や中小、ベンチャーなどによる研究開発を支援するプログラムの実施というものも想定しておりまして、多様なアイデアからイノベーションを生み出す仕組みというものを今からつくり上げていきたいと考えております。",https://kokkai.ndl.go.jp/txt/120404601X00220210126/69,"POSITIVE,CONSIDER","SPECIFIC_PLAN,BUREAUCRATIC",
120404601X00120210125_062,204,総務委員会,2021-01-25,第1号,山本博司,厚生労働副大臣・内閣府副大臣,副大臣,厚生労働省/内閣府,False,非担当,山本博司,公明党,"重点医療機関の指定にございましては、病棟単位で新型コロナウイルス感染症患者あるいは疑いの患者用の病床確保を行っていることを要件としている次第でございます。
　この要件に関しましては、国として、専用病床を何床以上確保しなければならない、こういう基準を示しているものではなくて、専用病床を確保し、ゾーニング等を行うことで、既存の一病棟を二病棟に分けて対応することも可能とするなど、柔軟な運用を可能としている次第でございます。
　必要な診療を受けられる体制の維持、確保に向けまして、引き続き各自治体と一体となって取り組んでまいりたいと思います。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/62,"EXPLAIN,POSITIVE",BUREAUCRATIC,
120404601X00120210125_070,204,総務委員会,2021-01-25,第1号,山本博司,厚生労働副大臣・内閣府副大臣,副大臣,厚生労働省/内閣府,False,非担当,山本博司,公明党,"今お話ございました、こうした対応に関しまして、緊急の高い症状が見られた場合には直ちに保健所に連絡をするとか、様々な対応をしていくことが重要であると思う次第でございます。その意味では、往診の体制をしっかり対応していくことを進めていきたいと思いますし、体制確保に当たっていきたいと考えておる次第でございます。
　さらに、今御指摘ございました、往診に関しての、必要な感染予防策を講じた上で実施される診療を評価する観点から、通常の往診に係る診療報酬に加えまして、院内トリアージ実施料、この三百点を算定できることとした次第でございます。
　そうしたことも含めまして、引き続き、医療機関への必要な支援につきましては、現場の意見を聞きながら、しっかり対応していきたいと思う次第でございます。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/70,"POSITIVE,COMMIT","SPECIFIC_PLAN,BUDGET",
120404601X00120210125_072,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,"地方交付税法上、国税決算に伴う地方交付税法定率分の取扱いについては、国税の決算額が最終予算額を下回った場合には、後年度の地方交付税総額から減額する一方、国税の決算額が最終予算額を上回った場合には、後年度の地方交付税総額に加算することとされておりまして、過去十年間を見てみれば、決算額が予算額を下回った場合が三回、上回った場合は七回というふうになっております。
　また、国税決算に伴う減額精算につきましては、翌々年度の地方財政対策において対応を決定することが通例となってはおりますが、その年度の地方交付税総額を確保するため必要がある場合には、精算を更に後年度に繰り延べることもあるとなっております。
　仮に、令和二年度の国税の決算額が今回の補正後予算額を下回った場合には、財政当局とも協議の上、地方団体の財政運営に支障が生じないよう適切な対応を取ってまいりたいと考えております。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/72,"EXPLAIN,CONSIDER","BUREAUCRATIC,CROSS_MINISTRY",
120404601X00120210125_080,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,やはり法治国家で一定のルールの下に今まで運用してまいったので、なかなか意に沿えない部分があると思います。,https://kokkai.ndl.go.jp/txt/120404601X00120210125/80,REFUSE,BUREAUCRATIC,
120704601X00120211215_006,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"総務大臣を拝命いたしました金子恭之でございます。
　副大臣、大臣政務官とともに全力で頑張ってまいります。
　赤羽委員長を始め理事、委員の皆さん方には格段の御指導を賜りますように、よろしくお願い申し上げます。（拍手）",https://kokkai.ndl.go.jp/txt/120704601X00120211215/6,POSITIVE,BUREAUCRATIC,
120404601X00120210125_066,204,総務委員会,2021-01-25,第1号,山本博司,厚生労働副大臣・内閣府副大臣,副大臣,厚生労働省/内閣府,False,非担当,山本博司,公明党,"今委員御指摘がございました、新型コロナウイルス感染症から回復したけれども引き続き入院管理が必要な患者を受け入れるために、新型コロナ受入れ病院以外で後方支援病院の病床を確保すること、これは大変重要であると考えておる次第でございます。
　そのために、新型コロナウイルス感染症から回復した後の患者の転院を受け入れた医療機関に対しまして、必要な感染予防策を講じた上で実施される入院診療の診療報酬上の評価、これを行ってきたところでございます。
　昨年十二月より、二類感染症患者入院診療加算、これを、三倍に相当する点数、七百五十点を算定できるようにいたしました。加えて、この患者の入院診療を評価する観点から、本年一月二十二日に、救急医療管理加算、九百五十点でございますけれども、算定できることといたしました。
　引き続き、現場の声を伺いつつ、必要な支援を迅速に行ってまいります。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/66,"POSITIVE,COMMIT","BUREAUCRATIC,BUDGET",
120404601X00220210126_029,204,総務委員会,2021-01-26,第2号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,"ビヨンド５Ｇの要素技術というものを早期に確立するためには、立ち上げ期、この初期の二年が特に重要ではないかなと考えております。この間は、年度をまたいだ研究計画の変更など柔軟な研究活動の実施が不可欠であることから、弾力的な支出が可能な基金により対応することとまずはいたしました。
　もちろん、二〇三〇年頃のビヨンド５Ｇの実現に向けては、御指摘のように継続的な取組が必要と考えておりまして、今般の基金を含め、電波利用料も更に活用しながら、当面五年間で一千億超の予算確保を目指し、研究開発というものを積極的に後押しをしてまいりたいと考えております。",https://kokkai.ndl.go.jp/txt/120404601X00220210126/29,"POSITIVE,COMMIT","SPECIFIC_PLAN,BUDGET,TIMELINE",
120404601X00120210125_100,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,やはり、一定のルールというか順番というか、決められたルールにのっとった形で、まさに順番が来たらしっかりと受けたい、このように考えています。,https://kokkai.ndl.go.jp/txt/120404601X00120210125/100,POSITIVE,OWN_OPINION,
120704601X00120211215_014,207,総務委員会,2021-12-15,第1号,三浦靖,総務大臣政務官,大臣政務官,総務省,True,担当,三浦靖,自由民主党・国民の声,"このほど、総務大臣政務官を拝命いたしました三浦靖でございます。
　皆様方の格別の御指導のほど、何とぞよろしくお願い申し上げます。（拍手）",https://kokkai.ndl.go.jp/txt/120704601X00120211215/14,POSITIVE,BUREAUCRATIC,
120704601X00120211215_012,207,総務委員会,2021-12-15,第1号,渡辺孝一,総務大臣政務官,大臣政務官,総務省,True,担当,渡辺孝一,自由民主党,"この度、総務大臣政務官を拝命いたしました渡辺孝一と申します。
　大臣、副大臣の足を引っ張らないように頑張りますので、赤羽委員長を始め皆さんの御指導をよろしくお願い申し上げます。（拍手）",https://kokkai.ndl.go.jp/txt/120704601X00120211215/12,POSITIVE,OWN_OPINION,
120404601X00120210125_096,204,総務委員会,2021-01-25,第1号,和田義明,内閣府大臣政務官,大臣政務官,内閣府,False,非担当,和田義明,自由民主党・無所属の会,"お答え申し上げます。
　今回の緊急事態宣言におきまして、先般創設した地方創生臨時交付金の協力要請推進枠につきまして、特定都道府県におきまして、支援額の単価を一日当たり六万円、月額換算最大百八十万円まで拡充し、強力に支援していくこととしております。これは、国から都道府県への支援の上限でございます。
　そして、協力要請推進枠を活用した協力金の支援につきましては、地域の事情を踏まえた各都道府県の判断において、対象事業者ごとに異なる支援額を設定することも制度上は可能でございます。
　そして、国がこれをやるべきといった御意見も確かにございます。しかしながら、事務負担の軽減や交付手続の迅速化等の観点から、一般に支援額を一律とさせていただいている状況でございます。
　なお、現在、協力要請推進枠を活用して協力金を支払っている全ての都道府県におきまして、店舗単位で協力金の金額を算定していると承知しておりまして、一月の二十二日からは、大企業も含めました多店舗型の事業者に対しても店舗数に応じた支援がなされていると理解をしております。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/96,"POSITIVE,EXPLAIN","SPECIFIC_PLAN,BUDGET,BUREAUCRATIC",
120404601X00120210125_090,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,大変苦しい状況、そしてまた皆さんの心情というものをしっかりと受け止めながら地方団体にはその対応を取っていただきたい、このように思っておりますし、これは一つ一つ、我々の仕事というのは検証というものはつきまとっていくわけですから、次につなげる意味でもしっかりと検証も重ねてまいりたいと思います。,https://kokkai.ndl.go.jp/txt/120404601X00120210125/90,ERROR,ERROR,
120704601X00120211215_010,207,総務委員会,2021-12-15,第1号,中西祐介,総務副大臣,副大臣,総務省,True,担当,中西祐介,自由民主党・国民の声,"同じく総務副大臣を拝命をいたしました中西祐介でございます。
　金子総務大臣を、田畑副大臣、また政務官の皆さんと一緒にお支えをしながら、赤羽委員長を始め理事、委員の先生方の御指導、御協力をお願い申し上げます。
　どうぞよろしくお願いします。（拍手）",https://kokkai.ndl.go.jp/txt/120704601X00120211215/10,POSITIVE,BUREAUCRATIC,
120404601X00220210126_131,204,総務委員会,2021-01-26,第2号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,"経営委員会の皆さん方には、透明性というものを常に確保してもらって、国民の期待に応えていただきたいということがあるんですけれども、議事録の公開の在り方について、これは、御承知のように放送法の規定に基づいて経営委員会の皆様方が独自の判断でなされるべきと思います。
　いずれにせよ、やはりＮＨＫをチェックする役割であります。いろいろと、過去にいろいろな問題があったことも存じ上げておりますけれども、やはり、国民のいわば代弁者として、委員の選出についても、これは国会に関わる問題ですから、国民の代弁者としてしっかりと、ＮＨＫに対して指導といいますか、国民の気持ちというものを伝えていただいて、健全かつ国民の納得のいく公共放送の姿に変えていただくように今後とも期待していきたい、このように考えています。",https://kokkai.ndl.go.jp/txt/120404601X00220210126/131,"EXPLAIN,CONSIDER","OWN_OPINION,BUREAUCRATIC",
120404601X00120210125_056,204,総務委員会,2021-01-25,第1号,山本博司,厚生労働副大臣・内閣府副大臣,副大臣,厚生労働省/内閣府,False,非担当,山本博司,公明党,"今お話ございました新型ウイルス感染症は、主に飛沫感染又は接触感染によって感染し、いわゆる三密の環境では更に感染のリスクが高まるとされておりまして、その感染性や重篤性に鑑みれば、感染した方には入院や宿泊療養といった形によって他者と接する機会を極力減らしていくことが重要でございます。
　また、自宅療養であった場合においても、同居者がいる場合には、他者と生活空間を分けたり共有スペースの利用を最小限にするなど、極力患者と同居者が接する機会を減らしていくようお願いをしている次第でございます。
　他方で、発症する前など、感染が分かる前の時点から他者に感染をさせることがありますので、日常生活においても適切な感染対策を行うことが大切であると考えており、三密の環境を避けるほか、感染リスクが高まる五つの場面を避けるよう、広く国民にお願いしているところでございます。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/56,EXPLAIN,BUREAUCRATIC,
120404601X00120210125_052,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,"御指摘の地方法人課税につきましては、法人がその事業活動において当該地域の行政サービスを受けるということであり、地域社会の費用を負担する観点から課税されております。地方の行政サービスを支える基幹税としての重要な役割を担っておることも御承知だと思います。
　一方、景気変動の影響、また地域間の税源の偏在があることから、これまで、法人事業税に外形標準課税を導入、拡大し、税収の安定化を図るとともに、消費税率引上げに伴う地方消費税の充実に併せ、地方団体間の財政力格差が拡大しないように、法人住民税の一部を国税化し、交付税原資とするほか、大都市部に税収が集中する構造的な課題に対処するため、特別法人事業税・譲与税制度を創設するなどの偏在是正を行ってまいりました。
　今後とも、税源の偏在性が小さく、税収が安定的な地方税体系の構築に努めてまいりたいと考えております。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/52,"EXPLAIN,POSITIVE",BUREAUCRATIC,
120704601X00120211215_016,207,総務委員会,2021-12-15,第1号,鳩山二郎,総務大臣政務官,大臣政務官,総務省,True,担当,鳩山二郎,自由民主党,"総務大臣政務官を拝命いたしました鳩山二郎でございます。
　皆様方の格段の御指導をお願い申し上げます。（拍手）
　　　　　――――◇―――――",https://kokkai.ndl.go.jp/txt/120704601X00120211215/16,POSITIVE,BUREAUCRATIC,
120704601X00120211215_028,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"これまで局長から中身についてはるる御説明をさせていただきました。
　社会保障関係費の増加が見込まれる中、地方自治体が、新型コロナウイルス感染症への対応や活力ある地域社会の実現といった重要課題に取り組みつつ、行政サービスを安定的に提供していくためには、地方税や地方交付税等の一般財源総額を確保することが重要であります。令和四年度に向けて、基本方針二〇二一に沿って、一般財源総額をしっかりと確保するよう努めてまいります。
　中でも、現在御審議いただいている法案に基づき、令和四年度への繰越し一・三兆円も活用し、地方交付税総額を適切に確保し、臨時財政対策債を抑制できるよう努力してまいりたいと思います。",https://kokkai.ndl.go.jp/txt/120704601X00120211215/28,"POSITIVE,COMMIT","SPECIFIC_PLAN,BUDGET,TIMELINE",
120704601X00120211215_042,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"吉川委員におかれましては、これまでの経験の中で、今、思いを受け止めさせていただきたいと思います。
　私も今朝の新聞で初めて知りまして、新聞以上のことはまだ承知しておりませんが、八月の二十日に事務方がこのことを知ったと。まずは国土交通省で状況を精査するということが第一にあって、今日に至ったものだというふうに考えております。
　総理が予算委員会で答弁いたしましたとおり、既に令和二年一月分から運用改善を行っており、令和二年度、令和三年度のＧＤＰには影響はないと聞いてはおりますが、まずは国土交通省の事案について事実関係をしっかり整理した上で、公的統計の信頼回復に向けて適切に努力をしてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/120704601X00120211215/42,"CONSIDER,EXPLAIN","BUREAUCRATIC,BUDGET",
120404601X00120210125_044,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,先ほども申しましたように、とにかく各省庁、全省庁連携してこれは仕事をしていかなくちゃならないと思いますし、先ほどの、事業費の二分の一の国庫負担ともう半分ということに関しては、もう御承知と思いますけれども、地方創生臨時交付金、地方にとっては非常に使い勝手のいい交付金となっておりまして、そうしたところの有効利用、利活用というものを促進できるように、我々としても更に説明を重ねていきたい、このように考えています。,https://kokkai.ndl.go.jp/txt/120404601X00120210125/44,"POSITIVE,CONSIDER","CROSS_MINISTRY,BUDGET",
120404601X00120210125_060,204,総務委員会,2021-01-25,第1号,武田良太,総務大臣,大臣,総務省,True,担当,武田良太,自由民主党・無所属の会,"公立病院に対しては、これは私の地元にもあるんですけれども、各市町村に対する財政負担等々の問題でいろいろな問題が指摘されましたけれども、今回、このコロナ禍における重要な役割を担っていただけるということで、多くの国民の皆さん方の認識も変わってきたのではないかなと考えております。
　災害、感染症、そしてまた救急、不採算そしてまた特殊部門に関する医療などを提供してくださるという面でも、本当に重要度を増してくるのではないかと思っておりますし、地域ごとの適切かつ持続可能な医療提供体制の中で、公立病院が国民から、地域の皆さんから期待される役割を果たせるよう、今後とも総務省として取り組んでまいりたいと考えております。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/60,POSITIVE,"OWN_OPINION,BUREAUCRATIC",
120404601X00120210125_068,204,総務委員会,2021-01-25,第1号,山本博司,厚生労働副大臣・内閣府副大臣,副大臣,厚生労働省/内閣府,False,非担当,山本博司,公明党,"今お話ございました、国民の命と健康を守るために、必要な病床や人材確保の取組、これは大変重要だと思っておる次第でございます。
　その意味で、様々な取組を行っておりますけれども、今回の予備費でも、新たな病床確保等を行うために、新型コロナ患者を受け入れる医療機関に対しましても、一床につき最大で千九百五十万円の補助を行うとともに、こうした財政措置に併せまして、病床確保のための政策パッケージをお示しをしているところでございます。
　このほか、医療機関の求めに応じたＥＣＭＯｎｅｔによる診療の助言、サポートの実施、さらには、厚労省の委託事業である新型コロナウイルス感染症対策に関する専門家派遣事業による専門家派遣等も行っている次第でございます。
　さらには、今、医療機関支援に関しましては、これまで三・二兆円の支援を行うとともに、補正予算等で一・四兆円の追加支援を行うなど、現場のニーズを酌み取りながら支援を行っているところでございまして、その意味では、先ほどお話ございました千九百五十万円の補助の中で様々な処遇改善や対応をしているところでございます。
　こうした必要な支援を行うことで、実質的に新型コロナ患者を受け入れる医療機関等が損失を被ることがないようにしているところでございます。",https://kokkai.ndl.go.jp/txt/120404601X00120210125/68,"POSITIVE,EXPLAIN","SPECIFIC_PLAN,BUDGET",
120704601X00120211215_018,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"地方交付税法及び特別会計に関する法律の一部を改正する法律案につきまして、その提案理由及び内容の概要を御説明申し上げます。
　今回の補正予算により令和三年度分の地方交付税の額が四兆二千七百六十一億円増加することとなりますが、本年度においては、このうち一兆九千七百億円を交付することとし、これに対応して、国の補正予算による地方負担の増加に伴い必要となる財源を措置するため、令和三年度に限り、臨時経済対策費を設けるとともに、同年度の臨時財政対策債の一部償還に要する経費の財源を措置するため、同年度に限り、臨時財政対策債償還基金費を設けることとしております。
　また、交付税及び譲与税配付金特別会計における借入金を八千五百億円減額するとともに、令和三年度に活用することとしていた地方公共団体金融機構の公庫債権金利変動準備金二千億円について、その活用を取りやめるほか、残余の額一兆二千五百六十一億円を令和四年度分の地方交付税の総額に加算して、同年度に交付することができることとしております。
　以上が、この法律案の提案理由及び内容の概要であります。
　何とぞ、御審議の上、速やかに御賛同を賜りますようお願い申し上げます。",https://kokkai.ndl.go.jp/txt/120704601X00120211215/18,EXPLAIN,"SPECIFIC_PLAN,BUDGET,TIMELINE",
120704601X00120211215_092,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,私も、まだ十月四日に就任したばかりではございますが、十分認識しております。,https://kokkai.ndl.go.jp/txt/120704601X00120211215/92,EXPLAIN,OWN_OPINION,
120704601X00120211215_032,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"ただいま、私の決意に対する御質問がございました。
　人口減少や過疎化の進行など、我が国が抱える様々な課題を解決するためには、活力ある地域づくりが重要であります。このため、国としても、日頃から、地方自治の第一線で住民の福祉の増進のために力を尽くしている自治体と緊密に連携協力していくことが重要であると考えております。
　私は、六十年前、人口二千人の小さな村で生まれ育ちました。ですから、地方自治の重要性は十分認識しているところでございます。
　私も、かねてから、地方の繁栄なくして国の繁栄なしをモットーにしております。総務大臣としても、引き続き徹底した現場主義を貫き、自治体も含め、地域の生の声を聞いて、地域の発展に取り組んでまいりたいと思います。",https://kokkai.ndl.go.jp/txt/120704601X00120211215/32,POSITIVE,"OWN_OPINION,BUREAUCRATIC",
120704601X00120211215_008,207,総務委員会,2021-12-15,第1号,田畑裕明,総務副大臣,副大臣,総務省,True,担当,田畑裕明,自由民主党,"総務副大臣を拝命いたしました田畑裕明と申します。
　金子大臣をお支えをし、精いっぱい職務に取り組んでまいりたいと考えております。
　赤羽委員長を始め理事、委員各位の御指導と御協力のほど、何とぞよろしくお願い申し上げます。（拍手）",https://kokkai.ndl.go.jp/txt/120704601X00120211215/8,POSITIVE,BUREAUCRATIC,
120704601X00120211215_060,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"おっしゃることは理解いたします。
　今回の特別交付税措置も、いつもやっているわけではなくて、先日、総務省で検討した結果、必要であるということで特別交付税措置を決定したところでございます。
　今おっしゃったことも含めて、生活困窮者の方々がこの冬を越えていただけるように、また、総務省の重要な交付税が使っていただけるように、今後とも努力をしていきたいと思います。",https://kokkai.ndl.go.jp/txt/120704601X00120211215/60,"POSITIVE,CONSIDER",BUREAUCRATIC,
120704601X00120211215_050,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"吉川委員におかれましては、自治事務において、しっかりと総務省、頑張れというような激励とも取らせていただきました。
　自治事務であっても、その経費を国が補助するいわゆる補助事業については、その政策目的に応じて、補助金の交付要綱等において対象経費等の要件が定められるものもございます。一般論としては、こうした場合であっても、地方の意見や地域の実情を十分に踏まえることが重要だと考えております。
　このことも踏まえて、今後取り組んでまいりたいと思います。",https://kokkai.ndl.go.jp/txt/120704601X00120211215/50,"POSITIVE,CONSIDER",BUREAUCRATIC,
120804601X01720220512_015,208,総務委員会,2022-05-12,第17号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"お答え申し上げます。
　先ほど来御答弁させていただきましたが、今回、検討会の報告書を取りまとめる過程において、事業者団体のみならず、消費者団体、経済団体など、様々な関係の御意見を伺いながら取りまとめられたものでございます。
　委員御指摘のように、ネットの閲覧履歴などの利用者情報が第三者に送信されることについて、依然として多くの利用者が認識していないことは課題であると考えております。このため、こうした課題に適切に対処し、安全、安心なインターネット環境を整備していくことが極めて重要であると認識しております。
　これを踏まえて、先ほど来局長からも御答弁しておりますが、本法案では、利用者情報が第三者に送信される場合、それを利用者の皆様に御確認いただく機会をしっかり確保するよう、事業者に対して、必要な措置を義務づけることとしております。
　これから、より多くの利用者の皆様が、御指摘のような外部送信の実態について認識をし、必要な対応を行うことが可能となり、より一層安全、安心なインターネットを利用できるようになることを期待しております。",https://kokkai.ndl.go.jp/txt/120804601X01720220512/15,"POSITIVE,EXPLAIN",BUREAUCRATIC,
120704601X00120211215_100,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"私も大臣になって初めて総務委員会で答弁をさせていただきます。よろしくお願いしたいと思います。
　税収につきましては、できるだけ適切に見積もるよう努力する必要はあるものの、経済には不確実性が伴うものでございます。国税収入額の見積りから増減が生じることはやむを得ない面もあると考えております。
　国税の税収動向によって地方交付税の額に増減が生じることとなりますが、国税が増額補正となった場合、減額補正となった場合のいずれの場合においても、財政当局とも協議の上、必要な対策を講じることにより、自治体の安定的な財政運営を確保できるよう適切に対応してまいります。",https://kokkai.ndl.go.jp/txt/120704601X00120211215/100,"POSITIVE,COMMIT","BUREAUCRATIC,CROSS_MINISTRY",
120804601X01720220512_058,208,総務委員会,2022-05-12,第17号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"お答え申し上げます。
　今御指摘の不祥事について、厳格に処罰をし、厳しい基準を設けております。
　飲食すること自体は否定されたわけではなくて、もちろん、利害関係者とそういう、事業者に対して利益を供与するということではなくて、関係者と意見交換することは必要であると思っております。
　局長からも御説明がありましたように、そういう基準はありますけれども、現在のところ、そのような会食が行われたとは聞いておりません。",https://kokkai.ndl.go.jp/txt/120804601X01720220512/58,EXPLAIN,BUREAUCRATIC,
120704601X00120211215_106,207,総務委員会,2021-12-15,第1号,金子恭之,総務大臣,大臣,総務省,True,担当,金子恭之,自由民主党,"本年六月に閣議決定されました経済財政運営と改革の基本方針二〇二一においては、国と都道府県の関係、大都市圏における都道府県間の関係、都道府県と市町村との関係について、今回の感染症対応で直面した課題等を踏まえ、地方制度調査会等において検討を進めることとされております。
　今お話がありましたが、今回の感染症対応に当たっては、例えば、当初、保健所が設置されている市や特別区の感染者情報が都道府県や国で十分に共有できずお互いの連携不足につながった、緊急事態宣言に基づく事業者への休業要請等の措置の是非や範囲をめぐって都道府県と国の意向が異なり混乱を招いたなど、国と地方、あるいは自治体間の関係の在り方をめぐる課題が指摘されているものと認識しております。
　このような問題意識を踏まえ、地方制度調査会における検討に向け、関係府省と協力をいたしまして、必要な準備を進めてまいります。",https://kokkai.ndl.go.jp/txt/120704601X00120211215/106,"CONSIDER,EXPLAIN","BUREAUCRATIC,CROSS_MINISTRY",
